"term","name"
"GO:0045739","positive regulation of DNA repair"
"GO:0045740","positive regulation of DNA replication"
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway"
"GO:0045762","positive regulation of adenylate cyclase activity"
"GO:0045772","positive regulation of autophagosome size"
"GO:0045787","positive regulation of cell cycle"
"GO:0045793","positive regulation of cell size"
"GO:0045806","negative regulation of endocytosis"
"GO:0045807","positive regulation of endocytosis"
"GO:0045815","transcription initiation-coupled chromatin remodeling"
"GO:0045818","negative regulation of glycogen catabolic process"
"GO:0045819","positive regulation of glycogen catabolic process"
"GO:0045821","positive regulation of glycolytic process"
"GO:0045835","negative regulation of meiotic nuclear division"
"GO:0045836","positive regulation of meiotic nuclear division"
"GO:0045840","positive regulation of mitotic nuclear division"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition"
"GO:0045860","positive regulation of protein kinase activity"
"GO:0045861","negative regulation of proteolysis"
"GO:0045875","negative regulation of sister chromatid cohesion"
"GO:0045876","positive regulation of sister chromatid cohesion"
"GO:0045892","negative regulation of DNA-templated transcription"
"GO:0045893","positive regulation of DNA-templated transcription"
"GO:0045894","negative regulation of mating-type specific transcription, DNA-templated"
"GO:0045895","positive regulation of mating-type specific transcription, DNA-templated"
"GO:0045898","regulation of RNA polymerase II transcription preinitiation complex assembly"
"GO:0045899","positive regulation of RNA polymerase II transcription preinitiation complex assembly"
"GO:0045900","negative regulation of translational elongation"
"GO:0045901","positive regulation of translational elongation"
"GO:0045903","positive regulation of translational fidelity"
"GO:0045905","positive regulation of translational termination"
"GO:0045910","negative regulation of DNA recombination"
"GO:0045911","positive regulation of DNA recombination"
"GO:0045921","positive regulation of exocytosis"
"GO:0045922","negative regulation of fatty acid metabolic process"
"GO:0045930","negative regulation of mitotic cell cycle"
"GO:0045931","positive regulation of mitotic cell cycle"
"GO:0045936","negative regulation of phosphate metabolic process"
"GO:0045937","positive regulation of phosphate metabolic process"
"GO:0045943","positive regulation of transcription by RNA polymerase I"
"GO:0045944","positive regulation of transcription by RNA polymerase II"
"GO:0045945","positive regulation of transcription by RNA polymerase III"
"GO:0045947","negative regulation of translational initiation"
"GO:0045948","positive regulation of translational initiation"
"GO:0045950","negative regulation of mitotic recombination"
"GO:0045951","positive regulation of mitotic recombination"
"GO:0045984","negative regulation of pyrimidine nucleobase metabolic process"
"GO:0045991","carbon catabolite activation of transcription"
"GO:0046015","regulation of transcription by glucose"
"GO:0046033","AMP metabolic process"
"GO:0046034","ATP metabolic process"
"GO:0046036","CTP metabolic process"
"GO:0046037","GMP metabolic process"
"GO:0046039","GTP metabolic process"
"GO:0046040","IMP metabolic process"
"GO:0046041","ITP metabolic process"
"GO:0046081","dUTP catabolic process"
"GO:0046084","adenine biosynthetic process"
"GO:0046087","cytidine metabolic process"
"GO:0046098","guanine metabolic process"
"GO:0046100","hypoxanthine metabolic process"
"GO:0046109","uridine biosynthetic process"
"GO:0046115","guanosine catabolic process"
"GO:0046132","pyrimidine ribonucleoside biosynthetic process"
"GO:0046135","pyrimidine nucleoside catabolic process"
"GO:0046166","glyceraldehyde-3-phosphate biosynthetic process"
"GO:0046167","glycerol-3-phosphate biosynthetic process"
"GO:0046168","glycerol-3-phosphate catabolic process"
"GO:0046185","aldehyde catabolic process"
"GO:0046208","spermine catabolic process"
"GO:0046210","nitric oxide catabolic process"
"GO:0046281","cinnamic acid catabolic process"
"GO:0046294","formaldehyde catabolic process"
"GO:0046306","alkanesulfonate catabolic process"
"GO:0046337","phosphatidylethanolamine metabolic process"
"GO:0046339","diacylglycerol metabolic process"
"GO:0046349","amino sugar biosynthetic process"
"GO:0046352","disaccharide catabolic process"
"GO:0046354","mannan biosynthetic process"
"GO:0046356","acetyl-CoA catabolic process"
"GO:0046370","fructose biosynthetic process"
"GO:0046390","ribose phosphate biosynthetic process"
"GO:0046394","carboxylic acid biosynthetic process"
"GO:0046395","carboxylic acid catabolic process"
"GO:0046416","D-amino acid metabolic process"
"GO:0046417","chorismate metabolic process"
"GO:0046443","FAD metabolic process"
"GO:0046452","dihydrofolate metabolic process"
"GO:0046459","short-chain fatty acid metabolic process"
"GO:0046461","neutral lipid catabolic process"
"GO:0046464","acylglycerol catabolic process"
"GO:0046470","phosphatidylcholine metabolic process"
"GO:0046474","glycerophospholipid biosynthetic process"
"GO:0046475","glycerophospholipid catabolic process"
"GO:0046486","glycerolipid metabolic process"
"GO:0046488","phosphatidylinositol metabolic process"
"GO:0046495","nicotinamide riboside metabolic process"
"GO:0046496","nicotinamide nucleotide metabolic process"
"GO:0046512","sphingosine biosynthetic process"
"GO:0046513","ceramide biosynthetic process"
"GO:0046514","ceramide catabolic process"
"GO:0046520","sphingoid biosynthetic process"
"GO:0046521","sphingoid catabolic process"
"GO:0046578","regulation of Ras protein signal transduction"
"GO:0046579","positive regulation of Ras protein signal transduction"
"GO:0046580","negative regulation of Ras protein signal transduction"
"GO:0046653","tetrahydrofolate metabolic process"
"GO:0046654","tetrahydrofolate biosynthetic process"
"GO:0046655","folic acid metabolic process"
"GO:0046656","folic acid biosynthetic process"
"GO:0046677","response to antibiotic"
"GO:0046685","response to arsenic-containing substance"
"GO:0046686","response to cadmium ion"
"GO:0046688","response to copper ion"
"GO:0046705","CDP biosynthetic process"
"GO:0046711","GDP biosynthetic process"
"GO:0046713","borate transport"
"GO:0046777","protein autophosphorylation"
"GO:0046785","microtubule polymerization"
"GO:0046822","regulation of nucleocytoplasmic transport"
"GO:0046827","positive regulation of protein export from nucleus"
"GO:0046830","positive regulation of RNA import into nucleus"
"GO:0046832","negative regulation of RNA export from nucleus"
"GO:0046835","carbohydrate phosphorylation"
"GO:0046839","phospholipid dephosphorylation"
"GO:0046854","phosphatidylinositol phosphate biosynthetic process"
"GO:0046856","phosphatidylinositol dephosphorylation"
"GO:0046874","quinolinate metabolic process"
"GO:0046889","positive regulation of lipid biosynthetic process"
"GO:0046898","response to cycloheximide"
"GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process"
"GO:0046902","regulation of mitochondrial membrane permeability"
"GO:0046938","phytochelatin biosynthetic process"
"GO:0046940","nucleoside monophosphate phosphorylation"
"GO:0046942","carboxylic acid transport"
"GO:0046967","cytosol to endoplasmic reticulum transport"
"GO:0047484","regulation of response to osmotic stress"
"GO:0047496","vesicle transport along microtubule"
"GO:0048015","phosphatidylinositol-mediated signaling"
"GO:0048024","regulation of mRNA splicing, via spliceosome"
"GO:0048025","negative regulation of mRNA splicing, via spliceosome"
"GO:0048026","positive regulation of mRNA splicing, via spliceosome"
"GO:0048034","heme O biosynthetic process"
"GO:0048193","Golgi vesicle transport"
"GO:0048194","Golgi vesicle budding"
"GO:0048203","vesicle targeting, trans-Golgi to endosome"
"GO:0048205","COPI coating of Golgi vesicle"
"GO:0048208","COPII vesicle coating"
"GO:0048210","Golgi vesicle fusion to target membrane"
"GO:0048211","Golgi vesicle docking"
"GO:0048219","inter-Golgi cisterna vesicle-mediated transport"
"GO:0048250","iron import into the mitochondrion"
"GO:0048254","snoRNA localization"
"GO:0048255","mRNA stabilization"
"GO:0048260","positive regulation of receptor-mediated endocytosis"
"GO:0048268","clathrin coat assembly"
"GO:0048278","vesicle docking"
"GO:0048279","vesicle fusion with endoplasmic reticulum"
"GO:0048280","vesicle fusion with Golgi apparatus"
"GO:0048284","organelle fusion"
"GO:0048288","nuclear membrane fusion involved in karyogamy"
"GO:0048308","organelle inheritance"
"GO:0048309","endoplasmic reticulum inheritance"
"GO:0048311","mitochondrion distribution"
"GO:0048312","intracellular distribution of mitochondria"
"GO:0048313","Golgi inheritance"
"GO:0048388","endosomal lumen acidification"
"GO:0048878","chemical homeostasis"
"GO:0050667","homocysteine metabolic process"
"GO:0050684","regulation of mRNA processing"
"GO:0050708","regulation of protein secretion"
"GO:0050714","positive regulation of protein secretion"
"GO:0050801","monoatomic ion homeostasis"
"GO:0050821","protein stabilization"
"GO:0050848","regulation of calcium-mediated signaling"
"GO:0050849","negative regulation of calcium-mediated signaling"
"GO:0050992","dimethylallyl diphosphate biosynthetic process"
"GO:0051012","microtubule sliding"
"GO:0051013","microtubule severing"
"GO:0051014","actin filament severing"
"GO:0051016","barbed-end actin filament capping"
"GO:0051017","actin filament bundle assembly"
"GO:0051026","chiasma assembly"
"GO:0051027","DNA transport"
"GO:0051028","mRNA transport"
"GO:0051031","tRNA transport"
"GO:0051051","negative regulation of transport"
"GO:0051053","negative regulation of DNA metabolic process"
"GO:0051054","positive regulation of DNA metabolic process"
"GO:0051058","negative regulation of small GTPase mediated signal transduction"
"GO:0051083","'de novo' cotranslational protein folding"
"GO:0051123","RNA polymerase II preinitiation complex assembly"
"GO:0051126","negative regulation of actin nucleation"
"GO:0051127","positive regulation of actin nucleation"
"GO:0051130","positive regulation of cellular component organization"
"GO:0051131","chaperone-mediated protein complex assembly"
"GO:0051156","glucose 6-phosphate metabolic process"
"GO:0051168","nuclear export"
"GO:0051170","import into nucleus"
"GO:0051177","meiotic sister chromatid cohesion"
"GO:0051180","vitamin transport"
"GO:0051205","protein insertion into membrane"
"GO:0051225","spindle assembly"
"GO:0051228","mitotic spindle disassembly"
"GO:0051229","meiotic spindle disassembly"
"GO:0051231","spindle elongation"
"GO:0051237","maintenance of RNA location"
"GO:0051246","regulation of protein metabolic process"
"GO:0051252","regulation of RNA metabolic process"
"GO:0051254","positive regulation of RNA metabolic process"
"GO:0051255","spindle midzone assembly"
"GO:0051256","mitotic spindle midzone assembly"
"GO:0051258","protein polymerization"
"GO:0051259","protein complex oligomerization"
"GO:0051260","protein homooligomerization"
"GO:0051274","beta-glucan biosynthetic process"
"GO:0051276","chromosome organization"
"GO:0051278","fungal-type cell wall polysaccharide biosynthetic process"
"GO:0051292","nuclear pore complex assembly"
"GO:0051293","establishment of spindle localization"
"GO:0051300","spindle pole body organization"
"GO:0051301","cell division"
"GO:0051302","regulation of cell division"
"GO:0051304","chromosome separation"
"GO:0051307","meiotic chromosome separation"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore"
"GO:0051316","attachment of meiotic spindle microtubules to kinetochore"
"GO:0051321","meiotic cell cycle"
"GO:0051365","cellular response to potassium ion starvation"
"GO:0051382","kinetochore assembly"
"GO:0051383","kinetochore organization"
"GO:0051391","tRNA acetylation"
"GO:0051403","stress-activated MAPK cascade"
"GO:0051417","microtubule nucleation by spindle pole body"
"GO:0051445","regulation of meiotic cell cycle"
"GO:0051446","positive regulation of meiotic cell cycle"
"GO:0051447","negative regulation of meiotic cell cycle"
"GO:0051453","regulation of intracellular pH"
"GO:0051455","spindle attachment to meiosis I kinetochore"
"GO:0051457","maintenance of protein location in nucleus"
"GO:0051469","vesicle fusion with vacuole"
"GO:0051481","negative regulation of cytosolic calcium ion concentration"
"GO:0051485","terpenoid biosynthetic process, mevalonate-dependent"
"GO:0051503","adenine nucleotide transport"
"GO:0051510","regulation of unidimensional cell growth"
"GO:0051515","positive regulation of monopolar cell growth"
"GO:0051516","regulation of bipolar cell growth"
"GO:0051596","methylglyoxal catabolic process"
"GO:0051598","meiotic recombination checkpoint signaling"
"GO:0051601","exocyst localization"
"GO:0051604","protein maturation"
"GO:0051607","defense response to virus"
"GO:0051639","actin filament network formation"
"GO:0051645","Golgi localization"
"GO:0051646","mitochondrion localization"
"GO:0051654","establishment of mitochondrion localization"
"GO:0051656","establishment of organelle localization"
"GO:0051664","nuclear pore localization"
"GO:0051666","actin cortical patch localization"
"GO:0051668","localization within membrane"
"GO:0051693","actin filament capping"
"GO:0051697","protein delipidation"
"GO:0051726","regulation of cell cycle"
"GO:0051754","meiotic sister chromatid cohesion, centromeric"
"GO:0051757","meiotic sister chromatid separation"
"GO:0051788","response to misfolded protein"
"GO:0051792","medium-chain fatty acid biosynthetic process"
"GO:0051793","medium-chain fatty acid catabolic process"
"GO:0051865","protein autoubiquitination"
"GO:0051881","regulation of mitochondrial membrane potential"
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore"
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore"
"GO:0051999","mannosyl-inositol phosphorylceramide biosynthetic process"
"GO:0052646","alditol phosphate metabolic process"
"GO:0052837","thiazole biosynthetic process"
"GO:0055070","copper ion homeostasis"
"GO:0055074","calcium ion homeostasis"
"GO:0055075","potassium ion homeostasis"
"GO:0055085","transmembrane transport"
"GO:0055086","nucleobase-containing small molecule metabolic process"
"GO:0055088","lipid homeostasis"
"GO:0055090","acylglycerol homeostasis"
"GO:0055091","phospholipid homeostasis"
"GO:0055092","sterol homeostasis"
"GO:0055129","L-proline biosynthetic process"
"GO:0060003","copper ion export"
"GO:0060172","astral microtubule depolymerization"
"GO:0060178","regulation of exocyst localization"
"GO:0060188","regulation of protein desumoylation"
"GO:0060195","negative regulation of antisense RNA transcription"
"GO:0060196","positive regulation of antisense RNA transcription"
"GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"GO:0060236","regulation of mitotic spindle organization"
"GO:0060237","regulation of fungal-type cell wall organization"
"GO:0060255","regulation of macromolecule metabolic process"
"GO:0060256","regulation of flocculation"
"GO:0060257","negative regulation of flocculation"
"GO:0060258","negative regulation of filamentous growth"
"GO:0060260","regulation of transcription initiation by RNA polymerase II"
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II"
"GO:0060304","regulation of phosphatidylinositol dephosphorylation"
"GO:0060341","regulation of cellular localization"
"GO:0060543","negative regulation of strand invasion"
"GO:0060566","positive regulation of termination of DNA-templated transcription"
"GO:0060567","negative regulation of termination of DNA-templated transcription"
"GO:0060623","regulation of chromosome condensation"
"GO:0060627","regulation of vesicle-mediated transport"
"GO:0060628","regulation of ER to Golgi vesicle-mediated transport"
"GO:0060631","regulation of meiosis I"
"GO:0060633","negative regulation of transcription initiation by RNA polymerase II"
"GO:0060903","positive regulation of meiosis I"
"GO:0060904","regulation of protein folding in endoplasmic reticulum"
"GO:0060917","regulation of (1->6)-beta-D-glucan biosynthetic process"
"GO:0060962","regulation of ribosomal protein gene transcription by RNA polymerase II"
"GO:0060963","positive regulation of ribosomal protein gene transcription by RNA polymerase II"
"GO:0060988","lipid tube assembly"
"GO:0061013","regulation of mRNA catabolic process"
"GO:0061014","positive regulation of mRNA catabolic process"
"GO:0061015","snRNA import into nucleus"
"GO:0061024","membrane organization"
"GO:0061025","membrane fusion"
"GO:0061091","regulation of phospholipid translocation"
"GO:0061092","positive regulation of phospholipid translocation"
"GO:0061093","negative regulation of phospholipid translocation"
"GO:0061136","regulation of proteasomal protein catabolic process"
"GO:0061157","mRNA destabilization"
"GO:0061158","3'-UTR-mediated mRNA destabilization"
"GO:0061163","endoplasmic reticulum polarization"
"GO:0061186","negative regulation of silent mating-type cassette heterochromatin formation"
"GO:0061188","negative regulation of rDNA heterochromatin formation"
"GO:0061191","positive regulation of vacuole fusion, non-autophagic"
"GO:0061245","establishment or maintenance of bipolar cell polarity"
"GO:0061431","cellular response to methionine"
"GO:0061433","cellular response to caloric restriction"
"GO:0061435","positive regulation of transcription from a mobile element promoter"
"GO:0061504","cyclic threonylcarbamoyladenosine biosynthetic process"
"GO:0061586","positive regulation of transcription by transcription factor localization"
"GO:0061606","N-terminal protein amino acid propionylation"
"GO:0061610","glycerol catabolic process to glycerone phosphate"
"GO:0061615","glycolytic process through fructose-6-phosphate"
"GO:0061621","canonical glycolysis"
"GO:0061635","regulation of protein complex stability"
"GO:0061640","cytoskeleton-dependent cytokinesis"
"GO:0061644","protein localization to CENP-A containing chromatin"
"GO:0061668","mitochondrial ribosome assembly"
"GO:0061709","reticulophagy"
"GO:0061723","glycophagy"
"GO:0061724","lipophagy"
"GO:0061736","engulfment of target by autophagosome"
"GO:0061739","protein lipidation involved in autophagosome assembly"
"GO:0061753","substrate localization to autophagosome"
"GO:0061764","late endosome to lysosome transport via multivesicular body sorting pathway"
"GO:0061795","Golgi lumen acidification"
"GO:0061805","mitotic spindle elongation (spindle phase three)"
"GO:0061817","endoplasmic reticulum-plasma membrane tethering"
"GO:0061909","autophagosome-lysosome fusion"
"GO:0061911","amphisome-lysosome fusion"
"GO:0061951","establishment of protein localization to plasma membrane"
"GO:0061952","midbody abscission"
"GO:0061982","meiosis I cell cycle process"
"GO:0062030","negative regulation of stress granule assembly"
"GO:0062176","R-loop processing"
"GO:0062197","cellular response to chemical stress"
"GO:0065003","protein-containing complex assembly"
"GO:0065004","protein-DNA complex assembly"
"GO:0070058","tRNA gene clustering"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"
"GO:0070071","proton-transporting two-sector ATPase complex assembly"
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly"
"GO:0070086","ubiquitin-dependent endocytosis"
"GO:0070096","mitochondrial outer membrane translocase complex assembly"
"GO:0070124","mitochondrial translational initiation"
"GO:0070125","mitochondrial translational elongation"
"GO:0070126","mitochondrial translational termination"
"GO:0070129","regulation of mitochondrial translation"
"GO:0070130","negative regulation of mitochondrial translation"
"GO:0070131","positive regulation of mitochondrial translation"
"GO:0070134","positive regulation of mitochondrial translational initiation"
"GO:0070143","mitochondrial alanyl-tRNA aminoacylation"
"GO:0070144","mitochondrial arginyl-tRNA aminoacylation"
"GO:0070145","mitochondrial asparaginyl-tRNA aminoacylation"
"GO:0070146","mitochondrial aspartyl-tRNA aminoacylation"
"GO:0070149","mitochondrial glutamyl-tRNA aminoacylation"
"GO:0070150","mitochondrial glycyl-tRNA aminoacylation"
"GO:0070154","mitochondrial lysyl-tRNA aminoacylation"
"GO:0070156","mitochondrial phenylalanyl-tRNA aminoacylation"
"GO:0070158","mitochondrial seryl-tRNA aminoacylation"
"GO:0070159","mitochondrial threonyl-tRNA aminoacylation"
"GO:0070178","D-serine metabolic process"
"GO:0070183","mitochondrial tryptophanyl-tRNA aminoacylation"
"GO:0070184","mitochondrial tyrosyl-tRNA aminoacylation"
"GO:0070189","kynurenine metabolic process"
"GO:0070192","chromosome organization involved in meiotic cell cycle"
"GO:0070193","synaptonemal complex organization"
"GO:0070194","synaptonemal complex disassembly"
"GO:0070197","meiotic attachment of telomere to nuclear envelope"
"GO:0070198","protein localization to chromosome, telomeric region"
"GO:0070199","establishment of protein localization to chromosome"
"GO:0070200","establishment of protein localization to telomere"
"GO:0070202","regulation of establishment of protein localization to chromosome"
"GO:0070262","peptidyl-serine dephosphorylation"
"GO:0070291","N-acylethanolamine metabolic process"
"GO:0070292","N-acylphosphatidylethanolamine metabolic process"
"GO:0070301","cellular response to hydrogen peroxide"
"GO:0070314","G1 to G0 transition"
"GO:0070316","regulation of G0 to G1 transition"
"GO:0070328","triglyceride homeostasis"
"GO:0070370","cellular heat acclimation"
"GO:0070407","oxidation-dependent protein catabolic process"
"GO:0070417","cellular response to cold"
"GO:0070452","positive regulation of ergosterol biosynthetic process"
"GO:0070458","cellular detoxification of nitrogen compound"
"GO:0070462","plus-end specific microtubule depolymerization"
"GO:0070475","rRNA base methylation"
"GO:0070476","rRNA (guanine-N7)-methylation"
"GO:0070478","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
"GO:0070479","nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay"
"GO:0070481","nuclear-transcribed mRNA catabolic process, non-stop decay"
"GO:0070482","response to oxygen levels"
"GO:0070485","dehydro-D-arabinono-1,4-lactone biosynthetic process"
"GO:0070507","regulation of microtubule cytoskeleton organization"
"GO:0070525","tRNA threonylcarbamoyladenosine metabolic process"
"GO:0070534","protein K63-linked ubiquitination"
"GO:0070550","rDNA chromatin condensation"
"GO:0070574","cadmium ion transmembrane transport"
"GO:0070583","spore membrane bending pathway"
"GO:0070585","protein localization to mitochondrion"
"GO:0070588","calcium ion transmembrane transport"
"GO:0070623","regulation of thiamine biosynthetic process"
"GO:0070631","spindle pole body localization"
"GO:0070649","formin-nucleated actin cable assembly"
"GO:0070651","nonfunctional rRNA decay"
"GO:0070676","intralumenal vesicle formation"
"GO:0070681","glutaminyl-tRNAGln biosynthesis via transamidation"
"GO:0070682","proteasome regulatory particle assembly"
"GO:0070726","cell wall assembly"
"GO:0070778","L-aspartate transmembrane transport"
"GO:0070814","hydrogen sulfide biosynthetic process"
"GO:0070842","aggresome assembly"
"GO:0070843","misfolded protein transport"
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum"
"GO:0070873","regulation of glycogen metabolic process"
"GO:0070880","fungal-type cell wall beta-glucan biosynthetic process"
"GO:0070897","transcription preinitiation complex assembly"
"GO:0070898","RNA polymerase III preinitiation complex assembly"
"GO:0070899","mitochondrial tRNA wobble uridine modification"
"GO:0070901","mitochondrial tRNA methylation"
"GO:0070903","mitochondrial tRNA thio-modification"
"GO:0070911","global genome nucleotide-excision repair"
"GO:0070914","UV-damage excision repair"
"GO:0070935","3'-UTR-mediated mRNA stabilization"
"GO:0070936","protein K48-linked ubiquitination"
"GO:0070941","eisosome assembly"
"GO:0070966","nuclear-transcribed mRNA catabolic process, no-go decay"
"GO:0070972","protein localization to endoplasmic reticulum"
"GO:0070973","protein localization to endoplasmic reticulum exit site"
"GO:0070979","protein K11-linked ubiquitination"
"GO:0070981","L-asparagine biosynthetic process"
"GO:0070987","error-free translesion synthesis"
"GO:0071025","RNA surveillance"
"GO:0071026","cytoplasmic RNA surveillance"
"GO:0071027","nuclear RNA surveillance"
"GO:0071028","nuclear mRNA surveillance"
"GO:0071030","nuclear mRNA surveillance of spliceosomal pre-mRNA splicing"
"GO:0071031","nuclear mRNA surveillance of mRNA 3'-end processing"
"GO:0071032","nuclear mRNA surveillance of mRNP export"
"GO:0071034","CUT catabolic process"
"GO:0071035","nuclear polyadenylation-dependent rRNA catabolic process"
"GO:0071036","nuclear polyadenylation-dependent snoRNA catabolic process"
"GO:0071037","nuclear polyadenylation-dependent snRNA catabolic process"
"GO:0071038","TRAMP-dependent tRNA surveillance pathway"
"GO:0071039","nuclear polyadenylation-dependent CUT catabolic process"
"GO:0071040","nuclear polyadenylation-dependent antisense transcript catabolic process"
"GO:0071041","antisense RNA transcript catabolic process"
"GO:0071042","nuclear polyadenylation-dependent mRNA catabolic process"
"GO:0071044","histone mRNA catabolic process"
"GO:0071047","polyadenylation-dependent mRNA catabolic process"
"GO:0071051","poly(A)-dependent snoRNA 3'-end processing"
"GO:0071071","regulation of phospholipid biosynthetic process"
"GO:0071072","negative regulation of phospholipid biosynthetic process"
"GO:0071073","positive regulation of phospholipid biosynthetic process"
"GO:0071108","protein K48-linked deubiquitination"
"GO:0071139","resolution of DNA recombination intermediates"
"GO:0071163","DNA replication preinitiation complex assembly"
"GO:0071166","ribonucleoprotein complex localization"
"GO:0071168","protein localization to chromatin"
"GO:0071169","establishment of protein localization to chromatin"
"GO:0071211","protein targeting to vacuole involved in autophagy"
"GO:0071218","cellular response to misfolded protein"
"GO:0071230","cellular response to amino acid stimulus"
"GO:0071232","cellular response to histidine"
"GO:0071243","cellular response to arsenic-containing substance"
"GO:0071244","cellular response to carbon dioxide"
"GO:0071252","cellular response to sulfur dioxide"
"GO:0071255","Cvt vesicle assembly"
"GO:0071264","positive regulation of translational initiation in response to starvation"
"GO:0071265","L-methionine biosynthetic process"
"GO:0071266","'de novo' L-methionine biosynthetic process"
"GO:0071269","L-homocysteine biosynthetic process"
"GO:0071277","cellular response to calcium ion"
"GO:0071279","cellular response to cobalt ion"
"GO:0071281","cellular response to iron ion"
"GO:0071311","cellular response to acetate"
"GO:0071322","cellular response to carbohydrate stimulus"
"GO:0071333","cellular response to glucose stimulus"
"GO:0071361","cellular response to ethanol"
"GO:0071400","cellular response to oleic acid"
"GO:0071406","cellular response to methylmercury"
"GO:0071421","manganese ion transmembrane transport"
"GO:0071422","succinate transmembrane transport"
"GO:0071423","malate transmembrane transport"
"GO:0071444","cellular response to pheromone"
"GO:0071447","cellular response to hydroperoxide"
"GO:0071454","cellular response to anoxia"
"GO:0071456","cellular response to hypoxia"
"GO:0071459","protein localization to chromosome, centromeric region"
"GO:0071464","cellular response to hydrostatic pressure"
"GO:0071465","cellular response to desiccation"
"GO:0071466","cellular response to xenobiotic stimulus"
"GO:0071467","cellular response to pH"
"GO:0071468","cellular response to acidic pH"
"GO:0071469","cellular response to alkaline pH"
"GO:0071470","cellular response to osmotic stress"
"GO:0071472","cellular response to salt stress"
"GO:0071474","cellular hyperosmotic response"
"GO:0071475","cellular hyperosmotic salinity response"
"GO:0071476","cellular hypotonic response"
"GO:0071479","cellular response to ionizing radiation"
"GO:0071483","cellular response to blue light"
"GO:0071497","cellular response to freezing"
"GO:0071500","cellular response to nitrosative stress"
"GO:0071507","pheromone response MAPK cascade"
"GO:0071528","tRNA re-export from nucleus"
"GO:0071543","diphosphoinositol polyphosphate metabolic process"
"GO:0071545","inositol phosphate catabolic process"
"GO:0071554","cell wall organization or biogenesis"
"GO:0071555","cell wall organization"
"GO:0071562","nucleus-vacuole junction assembly"
"GO:0071577","zinc ion transmembrane transport"
"GO:0071578","zinc ion import across plasma membrane"
"GO:0071585","detoxification of cadmium ion"
"GO:0071586","CAAX-box protein processing"
"GO:0071590","nicotinamide riboside biosynthetic process"
"GO:0071592","nicotinic acid riboside biosynthetic process"
"GO:0071596","ubiquitin-dependent protein catabolic process via the N-end rule pathway"
"GO:0071629","cytoplasm protein quality control by the ubiquitin-proteasome system"
"GO:0071630","nuclear protein quality control by the ubiquitin-proteasome system"
"GO:0071763","nuclear membrane organization"
"GO:0071786","endoplasmic reticulum tubular network organization"
"GO:0071788","endoplasmic reticulum tubular network maintenance"
"GO:0071805","potassium ion transmembrane transport"
"GO:0071806","protein transmembrane transport"
"GO:0071816","tail-anchored membrane protein insertion into ER membrane"
"GO:0071826","protein-RNA complex organization"
"GO:0071846","actin filament debranching"
"GO:0071852","fungal-type cell wall organization or biogenesis"
"GO:0071897","DNA biosynthetic process"
"GO:0071918","urea transmembrane transport"
"GO:0071919","G-quadruplex DNA formation"
"GO:0071932","replication fork reversal"
"GO:0071934","thiamine transmembrane transport"
"GO:0071940","fungal-type cell wall assembly"
"GO:0071951","conversion of methionyl-tRNA to N-formyl-methionyl-tRNA"
"GO:0071970","fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process"
"GO:0071985","multivesicular body sorting pathway"
"GO:0071988","protein localization to spindle pole body"
"GO:0072318","clathrin coat disassembly"
"GO:0072330","monocarboxylic acid biosynthetic process"
"GO:0072334","UDP-galactose transmembrane transport"
"GO:0072344","rescue of stalled cytosolic ribosome"
"GO:0072348","sulfur compound transport"
"GO:0072417","response to spindle checkpoint signaling"
"GO:0072423","response to DNA damage checkpoint signaling"
"GO:0072479","response to mitotic cell cycle spindle assembly checkpoint signaling"
"GO:0072488","ammonium transmembrane transport"
"GO:0072521","purine-containing compound metabolic process"
"GO:0072522","purine-containing compound biosynthetic process"
"GO:0072527","pyrimidine-containing compound metabolic process"
"GO:0072528","pyrimidine-containing compound biosynthetic process"
"GO:0072530","purine-containing compound transmembrane transport"
"GO:0072583","clathrin-dependent endocytosis"
"GO:0072593","reactive oxygen species metabolic process"
"GO:0072657","protein localization to membrane"
"GO:0072659","protein localization to plasma membrane"
"GO:0072663","establishment of protein localization to peroxisome"
"GO:0072665","protein localization to vacuole"
"GO:0072666","establishment of protein localization to vacuole"
"GO:0072670","mitochondrial tRNA threonylcarbamoyladenosine modification"
"GO:0072671","mitochondria-associated ubiquitin-dependent protein catabolic process"
"GO:0072697","protein localization to cell cortex"
"GO:0072711","cellular response to hydroxyurea"
"GO:0072721","cellular response to dithiothreitol"
"GO:0072741","protein localization to cell division site"
"GO:0072742","SAGA complex localization to transcription regulatory region"
