# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YMR171C	XIII	603868	605520	-	1653	5780	4032	3848	4986	4381	5786
gene:YMR172W	XIII	605981	608140	+	2160	2849	1684	1062	1300	1039	1149
gene:YMR172C-A	XIII	607828	608211	-	384	3	5	2	4	1	2
gene:YMR173W	XIII	608689	609981	+	1293	3818	3245	3964	2740	2213	3135
gene:YMR173W-A	XIII	608897	610081	+	1185	233	170	121	172	129	182
gene:YMR174C	XIII	610159	610365	-	207	11053	16302	3687	3043	5156	3830
gene:YMR175W	XIII	611016	611255	+	240	27162	71163	14839	5763	10310	7639
gene:YMR175W-A	XIII	611314	611508	+	195	697	1632	305	137	276	200
gene:YMR176W	XIII	611740	615975	+	4236	6126	3990	4423	3349	2751	3683
gene:YMR177W	XIII	616566	618098	+	1533	760	297	222	946	841	965
gene:YMR178W	XIII	618479	619303	+	825	1978	1713	1000	1422	1486	1698
gene:YMR179W	XIII	619858	622134	+	2277	2349	1783	1113	690	660	817
gene:YMR180C	XIII	622251	623213	-	963	1770	1446	870	1371	1347	1210
gene:YMR181C	XIII	623616	624080	-	465	6647	9067	8387	5001	4812	6146
gene:YMR182C	XIII	624532	625167	-	636	1444	1129	1746	1524	1175	1804
gene:YMR182W-A	XIII	625811	625897	+	87	183	273	228	187	178	174
gene:snR83	XIII	626349	626654	+	306	6651	8011	19531	13507	12284	8741
gene:YMR183C	XIII	626921	627808	-	888	1663	1321	1259	1222	1080	1397
gene:YMR184W	XIII	628189	628785	+	597	1298	1047	459	958	1249	929
gene:YMR185W	XIII	629025	631970	+	2946	5186	2519	2381	3286	3458	4046
gene:YMR186W	XIII	632355	634472	+	2118	90901	63478	62321	32332	32897	37489
gene:YMR187C	XIII	634689	635984	-	1296	1543	1195	768	1110	1238	1348
gene:YMR188C	XIII	636291	637004	-	714	3482	1954	615	1574	1512	1722
gene:YMR189W	XIII	637500	640604	+	3105	17852	10542	10343	37231	36222	41774
gene:YMR190C	XIII	640915	645258	-	4344	6696	3909	4573	3079	2588	3499
gene:YMR191W	XIII	645656	646777	+	1122	12593	21406	17982	13875	14268	13338
gene:YMR192W	XIII	647118	649280	+	2163	2864	1495	1050	1942	1864	2582
gene:YMR193W	XIII	650036	650812	+	777	2314	1321	583	981	1006	1190
gene:YMR193C-A	XIII	651072	651458	-	387	1	3	4	0	6	6
gene:YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	1700	1082	719	3006	4806	3139
gene:snR11	XIII	652275	652532	+	258	4759	4845	14035	7139	8592	4854
gene:YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	1413	1464	1160	1527	1892	1291
gene:YMR194C-A	XIII	652912	653136	-	225	10	16	16	21	26	18
gene:YMR195W	XIII	654034	654417	+	384	1098	1016	563	4321	5187	3883
gene:YMR196W	XIII	655076	658342	+	3267	21484	18477	20413	11169	9328	12592
gene:YMR197C	XIII	658545	659198	-	654	5176	3879	1910	2691	3220	2869
gene:YMR198W	XIII	659745	661529	+	1785	2921	1409	1095	1304	1039	1260
gene:YMR199W	XIII	662644	664284	+	1641	2796	1637	1391	2378	2581	3255
gene:YMR200W	XIII	664752	665522	+	771	6423	5610	3037	4190	4555	4593
gene:YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	733	581	606	556	480	644
gene:RNA170	XIII	667288	667456	-	169	43	42	49	45	40	43
gene:YMR202W	XIII	667537	668205	+	669	1949	2257	2852	3468	3588	3452
gene:YMR203W	XIII	668492	669655	+	1164	3582	3631	4846	4580	4557	5375
gene:YMR204C	XIII	670063	671325	-	1263	1913	1379	656	969	949	1088
gene:YMR205C	XIII	671887	674766	-	2880	40977	38402	54003	39848	34735	48093
gene:YMR206W	XIII	675896	676837	+	942	5486	6622	6324	1927	1871	1972
gene:YMR207C	XIII	677193	683564	-	6372	7555	4791	6440	4357	3067	4508
gene:YMR208W	XIII	684467	685798	+	1332	1402	1314	892	1831	1774	1933
gene:YMR209C	XIII	685911	687284	-	1374	1406	1077	754	1280	1395	1707
gene:YMR210W	XIII	687516	688865	+	1350	943	859	693	763	628	787
gene:YMR211W	XIII	689083	690510	+	1428	1766	1256	842	1530	1496	1695
gene:YMR212C	XIII	690695	693043	-	2349	4848	2059	2258	5077	4888	5595
gene:YMR213W	XIII	693381	695153	+	1773	2203	1167	966	1812	1712	1967
gene:YMR214W	XIII	695350	696483	+	1134	961	431	412	883	814	810
gene:YMR215W	XIII	696796	698370	+	1575	2687	1858	1722	3101	3266	3294
gene:YMR216C	XIII	698811	701039	-	2229	9320	6712	6966	9932	8901	11586
gene:YMR217W	XIII	701790	703367	+	1578	12724	3795	6192	32065	31751	31739
gene:YMR218C	XIII	703579	706887	-	3309	1756	1110	1610	1507	1147	1536
gene:YMR219W	XIII	707133	712109	+	4977	7511	4137	4185	4130	3525	4422
gene:YMR220W	XIII	712316	713671	+	1356	3066	2230	1705	2992	2820	3153
gene:YMR221C	XIII	713931	715445	-	1515	2641	2361	2327	2842	2560	2902
gene:YMR222C	XIII	715638	716309	-	672	559	819	885	1331	1464	1200
gene:YMR223W	XIII	716715	718130	+	1416	1702	1050	739	1311	1268	1520
gene:YMR224C	XIII	718575	720653	-	2079	1757	1250	1009	1064	776	1210
gene:YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	863	713	235	579	570	614
gene:YMR226C	XIII	721593	722396	-	804	12968	12857	10809	11921	12402	12712
gene:YMR227C	XIII	722613	724385	-	1773	443	295	270	412	355	390
gene:YMR228W	XIII	724626	725651	+	1026	643	549	323	586	575	639
gene:YMR229C	XIII	725934	731123	-	5190	29274	6913	8776	41669	37356	44118
gene:YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	4623	5372	2788	6653	10062	7729
gene:YMR230W-A	XIII	733268	733456	+	189	4	8	7	14	23	17
gene:YMR231W	XIII	733545	736634	+	3090	3684	2537	2739	2088	1815	2500
gene:YMR232W	XIII	736926	738959	+	2034	814	444	286	273	229	309
gene:YMR233W	XIII	739185	739865	+	681	1020	576	281	726	710	730
gene:YMR234W	XIII	740266	741312	+	1047	1233	843	492	881	903	1132
gene:YMR235C	XIII	741512	742735	-	1224	7504	3082	1921	6968	7085	6954
gene:YMR236W	XIII	742971	743444	+	474	1404	1352	800	1209	1415	1268
gene:YMR237W	XIII	743749	745923	+	2175	5525	3901	3403	3854	3707	4561
gene:YMR238W	XIII	746353	747729	+	1377	5007	3104	2908	4281	4005	4956
gene:tR(UCU)M1	XIII	747892	747963	-	72	9	5	1	5	11	3
gene:YMR239C	XIII	748262	749677	-	1416	2019	777	517	2247	2416	2631
gene:YMR240C	XIII	749930	751240	-	1311	1035	569	454	755	645	760
gene:YMR241W	XIII	751961	752905	+	945	3038	1574	1834	7632	8647	8194
gene:YMR242C	XIII	753225	753742	-	518	7572	5430	4215	15521	19781	15481
gene:YMR242W-A	XIII	754297	754386	+	90	0	1	2	0	0	0
gene:YMR243C	XIII	754838	756166	-	1329	4698	5440	5365	11039	10718	10588
gene:YMR244W	XIII	757250	758317	+	1068	528	167	149	3276	3423	2293
gene:YMR244C-A	XIII	758517	758831	-	315	857	827	289	383	379	460
gene:YMR245W	XIII	758563	759183	+	621	8	32	24	56	36	29
gene:YMR246W	XIII	759807	761891	+	2085	26858	20364	18623	25988	24811	31183
gene:snR86	XIII	762110	763113	-	1004	41773	134064	279272	204401	189513	171617
gene:YMR247C	XIII	763351	768039	-	4689	7426	3959	4527	6842	6173	7340
gene:tA(AGC)M2	XIII	768369	768441	-	73	3	2	1	1	0	5
gene:YMR247W-A	XIII	769283	769426	+	144	0	2	1	2	0	1
gene:YMR250W	XIII	770801	772558	+	1758	18477	21754	23479	9782	8586	11378
gene:YMR251W	XIII	772915	774015	+	1101	4342	4912	4483	2457	1796	2561
gene:YMR251W-A	XIII	774752	774931	+	180	11342	18728	13030	19782	25485	16533
gene:YMR252C	XIII	775315	775719	-	405	883	1022	687	544	404	397
gene:YMR253C	XIII	775946	777190	-	1245	985	1155	1130	765	702	828
gene:YMR254C	XIII	777615	777923	-	309	9	17	6	14	16	13
gene:YMR255W	XIII	778001	778567	+	567	3559	2216	638	2231	2285	2403
gene:YMR256C	XIII	778945	779127	-	183	2121	3501	609	1818	3869	1598
gene:YMR257C	XIII	779629	782031	-	2403	3438	2183	2133	2034	1799	2282
gene:YMR258C	XIII	782620	784281	-	1662	3578	2890	2622	2854	3028	3144
gene:YMR259C	XIII	784621	788883	-	4263	6562	2518	2667	6306	5719	7027
gene:YMR260C	XIII	789378	789839	-	462	6585	3570	1254	6534	7904	7268
gene:YMR261C	XIII	790205	793369	-	3165	7815	7621	9177	4167	3656	5014
gene:YMR262W	XIII	793726	794667	+	942	777	1155	1083	671	750	695
gene:YMR263W	XIII	794919	795524	+	606	590	402	107	300	297	331
gene:YMR264W	XIII	795805	796416	+	612	1780	1934	1088	1711	1981	1865
gene:YMR265C	XIII	796540	797925	-	1386	1406	932	1062	2633	2218	2488
gene:YMR266W	XIII	798518	801379	+	2862	9176	5650	7238	13737	12716	15909
gene:YMR267W	XIII	801772	802704	+	933	1910	1489	988	1315	1355	1684
gene:YMR268C	XIII	802888	804222	-	1335	1285	591	487	1289	1287	1475
gene:YMR269W	XIII	804456	805091	+	636	40	11	8	25	23	21
gene:YMR270C	XIII	805326	806423	-	1098	1684	775	448	1175	1143	1376
gene:YMR271C	XIII	806865	807548	-	684	1026	1420	1277	962	1117	1041
gene:tQ(CUG)M	XIII	808246	808317	-	72	4	3	0	0	0	3
gene:YMR272C	XIII	809623	810777	-	1155	7406	7399	4566	10456	10680	9229
gene:YMR272W-A	XIII	810466	810579	+	114	0	0	1	0	1	0
gene:YMR272W-B	XIII	811089	811196	+	108	0	2	0	1	2	1
gene:YMR273C	XIII	811233	813980	-	2748	2811	1633	1462	1675	1440	1966
gene:YMR274C	XIII	814364	815311	-	948	367	396	277	573	503	673
gene:YMR275C	XIII	815651	818581	-	2931	4003	2389	2367	3338	2883	3764
gene:YMR276W	XIII	818827	819948	+	1122	2818	2558	2711	3879	4748	4698
gene:YMR277W	XIII	820256	822454	+	2199	4321	2309	2056	4507	4173	4699
gene:YMR278W	XIII	822763	824631	+	1869	5392	4361	4528	2232	2044	2626
gene:YMR279C	XIII	824729	826351	-	1623	45	60	35	37	54	30
gene:YMR280C	XIII	827028	831329	-	4302	17069	13688	14476	8041	8105	7864
gene:YMR281W	XIII	832339	833253	+	915	887	980	490	691	687	769
gene:YMR282C	XIII	833356	835098	-	1743	1710	1083	799	1074	1002	1198
gene:YMR283C	XIII	835326	836867	-	1542	2134	1052	815	2075	1931	2225
gene:tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	0	0	0	0	1	0
gene:YMR284W	XIII	838187	839995	+	1809	3271	2395	1541	1339	1095	1604
gene:YMR285C	XIII	840144	841691	-	1548	1827	861	638	1535	1336	1656
gene:YMR286W	XIII	841942	842202	+	261	732	931	321	638	715	650
gene:YMR287C	XIII	842436	845345	-	2910	3510	2212	1990	2203	2015	2647
gene:YMR288W	XIII	845571	848486	+	2916	2845	2009	1922	2197	2184	2695
gene:YMR289W	XIII	848685	849809	+	1125	2442	1786	1059	1333	1297	1651
gene:YMR290C	XIII	850074	851591	-	1518	7605	2056	2388	12097	11866	15718
gene:YMR290W-A	XIII	851422	851769	+	348	0	1	0	0	4	1
gene:YMR291W	XIII	852630	854390	+	1761	7830	8412	8812	7761	6480	8828
gene:YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	454	827	464	462	578	470
gene:YMR293C	XIII	855399	856793	-	1395	310	349	278	250	252	361
gene:YMR294W	XIII	856966	858087	+	1122	1238	590	324	555	526	566
gene:YMR294W-A	XIII	858209	858568	+	360	2	7	2	3	14	4
gene:YMR295C	XIII	858297	858890	-	594	4556	4854	2850	7526	8617	7246
gene:YMR296C	XIII	859215	860891	-	1677	4969	3480	3223	5917	5432	6306
gene:YMR297W	XIII	861922	863520	+	1599	46876	60383	68099	31834	32138	32693
gene:YMR298W	XIII	863819	864271	+	453	1890	2203	717	1376	1665	1468
gene:YMR299C	XIII	864412	865350	-	939	1527	899	625	1054	871	1128
gene:YMR300C	XIII	865559	867091	-	1533	3430	1309	1492	9258	10308	9647
gene:YMR301C	XIII	867555	869627	-	2073	3569	2146	1888	3754	3303	4411
gene:YMR302C	XIII	870073	872625	-	2553	9343	6828	6503	4869	4772	5505
gene:YMR303C	XIII	873291	874337	-	1047	103956	238786	273921	175096	189982	156070
gene:YMR304W	XIII	874987	878679	+	3693	24367	18193	18772	13046	10939	13274
gene:YMR304C-A	XIII	878780	879130	-	351	101	52	67	248	331	364
gene:YMR305C	XIII	879063	880232	-	1170	3628	2277	2076	13893	12704	13957
gene:YMR306W	XIII	881159	886516	+	5358	13254	10961	10833	4067	2928	3648
gene:YMR306C-A	XIII	886183	886572	-	390	53	33	63	34	36	30
gene:YMR307W	XIII	887003	888682	+	1680	22876	9535	9830	53544	56423	52834
gene:YMR307C-A	XIII	887731	887925	-	195	39	44	31	4	1	6
gene:YMR308C	XIII	888952	892221	-	3270	14979	6641	6982	21024	18800	22255
gene:YMR309C	XIII	892988	895426	-	2439	23274	7813	8062	23756	24988	28657
gene:YMR310C	XIII	895716	896669	-	954	1683	862	793	2548	2435	2665
gene:YMR311C	XIII	896914	897603	-	690	7420	5358	1916	2416	2378	2925
gene:YMR312W	XIII	898405	899226	+	822	943	749	589	899	983	1031
gene:YMR313C	XIII	899379	901307	-	1929	6433	5148	3703	4185	4048	4429
gene:YMR314W	XIII	901709	902413	+	705	4717	4753	2855	4122	4278	4441
gene:YMR315W	XIII	902800	903849	+	1050	7191	8434	6088	4539	4814	4811
gene:YMR315W-A	XIII	904286	904393	+	108	32	18	21	31	35	33
gene:YMR316W	XIII	904825	905835	+	1011	893	652	350	1674	1741	1678
gene:YMR316C-A	XIII	905662	905973	-	312	37	56	43	64	26	38
gene:YMR316C-B	XIII	907321	907629	-	309	132	59	81	65	49	83
gene:YMR317W	XIII	907364	910786	+	3423	113	117	80	39	33	47
gene:YMR318C	XIII	911061	912143	-	1083	2812	1021	1032	7185	7078	7241
gene:YMR319C	XIII	912880	914538	-	1659	15228	8524	10456	20736	17635	21506
gene:YMR320W	XIII	916746	917051	+	306	544	538	407	401	350	441
gene:YMR321C	XIII	917579	917896	-	318	188	62	43	258	287	333
gene:YMR322C	XIII	918366	919079	-	714	53	69	44	20	30	29
gene:YMR323W	XIII	920088	921401	+	1314	513	557	508	364	403	341
gene:YMR324C	XIII	922202	922444	-	243	1	0	0	0	2	0
gene:YMR325W	XIII	922641	923015	+	375	1	3	1	0	1	2
gene:YMR326C	XIII	923494	923802	-	309	6	4	2	4	1	3
gene:YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	201	96	145	74	105	120
gene:YNL339W-B	XIV	734	1216	+	483	2	0	0	0	0	0
gene:YNL339W-A	XIV	1517	2092	+	576	2	0	0	0	2	4
gene:YNL338W	XIV	6561	6719	+	159	0	0	1	0	2	2
gene:YNL337W	XIV	7165	7419	+	255	15	25	5	2	5	4
gene:YNL336W	XIV	8330	9475	+	1146	1235	1847	1571	624	750	859
gene:YNL335W	XIV	11452	12129	+	678	106	296	187	116	141	110
gene:YNL334C	XIV	12208	12876	-	669	60	34	33	36	40	44
gene:YNL333W	XIV	13267	14163	+	897	21	27	25	25	41	36
gene:YNL332W	XIV	14832	15854	+	1023	21	41	30	21	21	17
gene:YNL331C	XIV	16118	17248	-	1131	752	634	298	468	439	498
gene:YNL330C	XIV	18001	19302	-	1302	2269	1633	1310	2243	2239	2460
gene:YNL329C	XIV	19541	22633	-	3093	4547	3490	3526	2810	2526	3161
gene:YNL328C	XIV	22834	23274	-	441	288	228	275	176	194	175
gene:YNL327W	XIV	24048	27173	+	3126	4921	4306	5863	4614	4153	5661
gene:YNL326C	XIV	27337	28347	-	1011	1105	1002	536	1123	1134	1155
gene:YNL325C	XIV	28739	31378	-	2640	3052	2100	1629	1614	1562	1884
gene:YNL324W	XIV	31050	31445	+	396	4	3	4	0	7	0
gene:YNL323W	XIV	31944	33188	+	1245	2634	1487	1198	1653	1524	1892
gene:YNL322C	XIV	33294	34235	-	942	4636	5964	3635	6738	9094	7462
gene:YNL321W	XIV	34696	37422	+	2727	4716	6054	7567	4360	3658	4813
gene:YNL320W	XIV	37700	38554	+	855	739	876	566	789	760	824
gene:YNL319W	XIV	38642	39082	+	441	68	66	25	45	47	55
gene:YNL318C	XIV	38707	40329	-	1623	15093	9281	4305	4675	3244	2297
gene:YNL317W	XIV	40619	42016	+	1398	2022	1631	1297	2228	2051	2415
gene:YNL316C	XIV	42071	43075	-	1005	1214	789	468	1095	1141	1263
gene:YNL315C	XIV	43324	44280	-	957	3417	2297	1084	2391	2334	2814
gene:YNL314W	XIV	44447	45214	+	768	1073	952	623	883	832	932
gene:YNL313C	XIV	45308	48022	-	2715	5073	2125	2117	5731	5476	6799
gene:YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	1703	2272	1573	1679	1994	2026
gene:YNL311C	XIV	49397	51688	-	2292	2166	1268	1262	2077	1934	2419
gene:YNL310C	XIV	51907	52431	-	525	1329	1456	960	934	912	900
gene:YNL309W	XIV	52662	53924	+	1263	985	775	697	600	573	632
gene:YNL308C	XIV	54122	55897	-	1776	1777	581	679	2350	1920	2246
gene:YNL307C	XIV	56446	57573	-	1128	4611	6456	6339	4562	4122	5137
gene:YNL306W	XIV	58155	58808	+	654	1571	1423	785	1604	1484	1657
gene:YNL305C	XIV	58898	59791	-	894	2761	6523	4986	3721	4064	2772
gene:YNL304W	XIV	60297	61550	+	1254	702	500	472	260	296	275
gene:YNL303W	XIV	61510	61857	+	348	22	20	21	13	5	15
gene:YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	4190	3291	1999	7354	11235	7669
gene:YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	3846	2314	2035	6279	8246	5198
gene:YNL300W	XIV	65744	66052	+	309	290	346	300	784	1120	1289
gene:YNL299W	XIV	66517	68445	+	1929	1940	924	798	1573	1537	2003
gene:YNL298W	XIV	68915	71443	+	2529	4910	2666	2641	4491	4101	5049
gene:YNL297C	XIV	71673	76583	-	4911	9444	6247	7625	6229	5383	7417
gene:YNL296W	XIV	76273	76587	+	315	5	0	0	2	2	2
gene:YNL295W	XIV	76946	78520	+	1575	1688	1177	1116	1520	1422	1862
gene:YNL294C	XIV	78659	80260	-	1602	2649	1836	1461	1942	1610	1871
gene:YNL293W	XIV	80640	82541	+	1902	1185	896	920	781	851	771
gene:YNL292W	XIV	82806	84017	+	1212	1171	489	510	1626	1349	1514
gene:YNL291C	XIV	84169	85815	-	1647	1306	1026	748	1300	1131	1343
gene:YNL290W	XIV	86218	87240	+	1023	1886	1133	640	1458	1511	1456
gene:YNL289W	XIV	87897	88736	+	840	1648	911	378	1397	1814	1822
gene:snR40	XIV	89210	89306	+	97	9	15	33	52	82	44
gene:YNL288W	XIV	90303	91424	+	1122	2822	2549	2108	2572	2275	2721
gene:YNL287W	XIV	91994	94801	+	2808	15684	9959	8589	10935	10777	14092
gene:YNL286W	XIV	95223	96080	+	858	1141	753	307	546	621	789
gene:YNL285W	XIV	96173	96544	+	372	34	38	17	28	29	24
gene:tG(UCC)N	XIV	96241	96312	-	72	0	1	3	0	1	0
gene:tN(GUU)N1	XIV	102716	102789	+	74	6	5	3	13	8	3
gene:YNL284C	XIV	103134	104102	-	969	2333	1843	979	1913	1862	2133
gene:tT(AGU)N1	XIV	104805	104877	+	73	7	12	1	14	10	7
gene:YNL283C	XIV	105184	106695	-	1512	1974	1820	1232	2284	2143	2603
gene:YNL282W	XIV	107687	108274	+	588	505	223	186	771	739	875
gene:YNL281W	XIV	108467	108928	+	462	1605	1381	784	1863	2338	1769
gene:YNL280C	XIV	109095	110411	-	1317	3682	3308	3848	2960	2995	3665
gene:YNL279W	XIV	110917	112902	+	1986	457	330	294	264	196	200
gene:YNL278W	XIV	113271	116453	+	3183	4871	2968	4428	3900	2777	3081
gene:YNL277W-A	XIV	116679	116867	+	189	42	64	45	49	62	47
gene:YNL277W	XIV	117349	118809	+	1461	29734	17108	16763	21210	20711	20306
gene:YNL276C	XIV	118431	118826	-	396	25	15	20	13	15	28
gene:YNL275W	XIV	119268	120998	+	1731	1326	1283	1141	1247	1199	1104
gene:YNL274C	XIV	121118	122170	-	1053	3126	4380	3600	2353	2668	2688
gene:YNL273W	XIV	122883	126599	+	3717	3086	2239	2490	1661	1538	1637
gene:YNL272C	XIV	126805	129084	-	2280	5925	3321	2400	2065	1780	2324
gene:YNL271C	XIV	129522	135383	-	5862	14811	10156	11710	7314	5954	8542
gene:YNL270C	XIV	135940	137661	-	1722	2430	3263	1997	3003	2638	2011
gene:YNL269W	XIV	137699	138094	+	396	391	367	211	64	50	58
gene:YNL268W	XIV	138550	140385	+	1836	5174	4908	4671	8037	7967	8539
gene:YNL267W	XIV	140878	144078	+	3201	8652	5208	4571	3777	3563	4569
gene:YNL266W	XIV	144245	144664	+	420	13	21	11	15	17	1
gene:YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	4087	2624	1125	1943	2116	2222
gene:YNL264C	XIV	145563	146615	-	1053	2272	2091	1460	1487	1406	1490
gene:YNL263C	XIV	146896	147840	-	945	1859	2906	2372	2965	2831	2508
gene:YNL262W	XIV	148212	154880	+	6669	12326	7694	9438	5108	4072	5452
gene:YNL261W	XIV	155100	156539	+	1440	1968	1436	964	1995	2126	2292
gene:YNL260C	XIV	156859	157455	-	597	677	546	298	697	544	541
gene:YNL259C	XIV	157644	157865	-	222	586	891	237	408	565	311
gene:YNL258C	XIV	158109	160373	-	2265	5034	2725	2094	2237	2177	2533
gene:YNL257C	XIV	160631	164320	-	3690	6622	4989	4440	2266	2069	2684
gene:YNL256W	XIV	164623	167097	+	2475	7494	3253	3535	6191	4993	6325
gene:YNL255C	XIV	167329	167790	-	462	8884	5984	4006	10136	12243	9738
gene:YNL254C	XIV	168043	169248	-	1206	1671	966	859	1029	932	1296
gene:YNL253W	XIV	170018	171286	+	1269	1602	1164	723	1183	999	1346
gene:YNL252C	XIV	171441	172286	-	846	1514	1008	714	1085	1289	1451
gene:YNL251C	XIV	172588	174315	-	1728	7094	5731	6399	8050	7755	8799
gene:YNL250W	XIV	175410	179348	+	3939	5530	2688	2135	1902	1797	2398
gene:YNL249C	XIV	179394	181022	-	1629	986	697	593	898	764	1006
gene:YNL248C	XIV	181361	182608	-	1248	6845	1856	1542	8805	9003	9956
gene:YNL247W	XIV	182875	185178	+	2304	5599	2172	1733	6200	6105	6678
gene:YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1867	1409	1259	1192	1160	1421
gene:YNL245C	XIV	186346	186885	-	540	741	658	590	899	854	977
gene:YNL244C	XIV	187170	187496	-	327	5303	5788	2087	5924	7316	5517
gene:YNL243W	XIV	188051	190957	+	2907	8743	6226	6887	7079	6321	6813
gene:YNL242W	XIV	191324	196102	+	4779	8947	7409	9343	4330	3408	4406
gene:YNL241C	XIV	196426	197943	-	1518	11464	12507	15082	16050	18264	17827
gene:YNL240C	XIV	198502	199977	-	1476	3366	2588	3177	5736	5649	5419
gene:YNL239W	XIV	200569	201933	+	1365	14797	12271	11935	12309	13247	13912
gene:YNL238W	XIV	202428	204872	+	2445	4491	3077	3278	4278	3730	4504
gene:YNL237W	XIV	205188	206567	+	1380	1507	1839	2145	1358	1313	1443
gene:YNL236W	XIV	206930	209854	+	2925	3739	2172	2113	2885	2553	3345
gene:YNL235C	XIV	209548	209979	-	432	4	2	12	8	2	4
gene:YNL234W	XIV	210233	211513	+	1281	1411	1448	1058	1163	1189	1526
gene:YNL233W	XIV	211922	214600	+	2679	6240	3350	2784	2736	2820	3312
gene:YNL232W	XIV	214923	215801	+	879	2682	1756	1629	3874	3911	4095
gene:YNL231C	XIV	215987	217042	-	1056	3281	1680	983	2526	2812	3486
gene:YNL230C	XIV	217523	218662	-	1140	1824	1230	1213	1586	1490	1604
gene:YNL229C	XIV	219137	220201	-	1065	1395	880	549	1111	1179	1352
gene:YNL228W	XIV	220645	221421	+	777	11	27	34	21	23	14
gene:YNL227C	XIV	220659	222431	-	1773	2561	949	469	1900	1837	1956
gene:YNL226W	XIV	222239	222649	+	411	2	7	5	7	11	5
gene:YNL225C	XIV	222724	224469	-	1746	8959	4530	1706	2186	1950	2223
gene:YNL224C	XIV	224796	227099	-	2304	3241	1789	1352	1645	1621	1967
gene:YNL223W	XIV	227370	228854	+	1485	2489	1808	1684	1238	1071	1306
gene:YNL222W	XIV	229094	229714	+	621	863	721	329	462	499	599
gene:snR19	XIV	230105	230672	-	568	138390	354469	602236	549113	395425	320519
gene:YNL221C	XIV	231068	233695	-	2628	6270	2672	2882	7797	6553	8122
gene:YNL220W	XIV	234413	235714	+	1302	5503	2389	3082	12456	12625	12659
gene:YNL219C	XIV	235996	237663	-	1668	8548	9175	6291	7158	5341	6438
gene:YNL218W	XIV	238238	240001	+	1764	2059	1467	1315	1159	1046	1388
gene:YNL217W	XIV	240331	241311	+	981	3073	1756	753	1496	1558	1410
gene:YNL216W	XIV	241689	244172	+	2484	7558	4641	4205	5054	4943	5711
gene:YNL215W	XIV	244468	245430	+	963	142	178	283	169	123	149
gene:YNL214W	XIV	245617	246216	+	600	660	673	337	395	399	507
gene:YNL213C	XIV	246460	247104	-	645	1698	865	366	793	839	1025
gene:YNL212W	XIV	247461	249809	+	2349	8366	5360	4902	4543	4699	6021
gene:YNL211C	XIV	250055	250315	-	261	427	549	145	342	327	330
gene:YNL210W	XIV	250931	251743	+	813	571	625	462	51	29	20
gene:YNL209W	XIV	252059	253900	+	1842	51965	23178	33998	93845	83610	80591
gene:YNL208W	XIV	254418	255017	+	600	10070	12724	12432	10872	11957	9771
gene:YNL207W	XIV	255353	256630	+	1278	3275	1702	1248	4349	4114	4397
gene:YNL206C	XIV	256788	258155	-	1368	3647	2171	1224	1601	1607	1899
gene:YNL205C	XIV	258155	258577	-	423	13	3	6	9	4	4
gene:YNL204C	XIV	258375	259277	-	903	3382	2912	1252	1210	901	905
gene:YNL203C	XIV	259439	260050	-	612	183	80	56	298	255	388
gene:YNL202W	XIV	259578	260456	+	879	2143	4237	3679	2100	2397	1743
gene:YNL201C	XIV	260627	263203	-	2577	7959	3919	4249	6691	6020	8662
gene:YNL200C	XIV	263713	264453	-	741	5539	12728	9966	2559	3487	2779
